channel_id,life_time
0,16834825.438719783
1,16675497.333080588
2,16340910.606268093
3,14595360.94560741
4,15761367.89463832
5,15181729.507586116
6,18741540.180962317
7,23326203.827927053
8,21859515.84934181
9,20249788.252192687
10,15403706.503506135
11,18454002.825625647
12,19821733.83068187
13,15511180.163684165
14,22257629.001110278
15,18112953.050053056
16,16089166.533588272
17,23230988.71416703
18,17900246.279585585
19,16827898.564900972
20,24700508.35719952
21,15689861.271983096
22,30628630.316902142
23,15931104.747307913
24,23641760.90887826
25,16035927.514112879
26,27792856.3400266
27,15511941.90075623
28,19875255.486879528
29,21775613.97523878
30,21228776.252944738
31,25118083.986717273
32,13414015.638614845
33,16910582.478129033
34,21093368.71711391
35,18614411.99435735
36,22289082.848046243
37,7349789.125037902
38,13687472.410271673
39,19008638.61450766
40,15584367.769293157
41,10407801.452772193
42,19552973.532323133
43,15015173.404634131
44,20699969.54664718
45,20507707.792691898
46,14020222.789683012
47,24073804.165682383
48,15276506.723660061
49,15998032.41523152
50,14974857.261218857
51,16295830.193614012
52,18057147.367706582
53,26612048.110933
54,18414114.890054643
55,26151273.012307074
56,19525987.521643683
57,15783153.873794854
58,18070372.021981914
59,19114024.957243137
60,16602056.361972257
61,17982396.95904333
62,23773281.20511523
63,17447954.193138607
64,18277510.797735356
65,17628714.099632796
66,12421087.978926431
67,16972951.218647297
68,16738381.318718517
69,22026923.58222802
70,16702430.903155752
71,21970933.856809527
72,23103980.117618892
73,17832569.77081704
74,17150817.246861376
75,14864936.241090057
76,19055312.78167468
77,18958945.245996296
78,19274241.112056218
79,15747558.346402867
80,21765524.122342207
81,14154093.869305313
82,22714232.051002387
83,18906992.74047585
84,17190081.71263395
85,19275626.468388766
86,11455965.492927127
87,19074801.26168956
88,19858805.863362223
89,19845557.040025737
90,21578627.970374834
91,20995143.30778296
92,22648198.78561676
93,16983462.999725252
94,17559206.79856644
95,20482493.003934514
96,20912789.265533797
97,12192398.679378584
98,18575414.694660313
99,18228450.88076673
100,21721479.990403086
101,19089729.020142775
102,18028627.660598986
103,20327521.551359344
104,18723663.918060996
105,20044849.97910392
106,20312530.822033424
107,19476515.92535449
108,16053090.678248785
109,18776286.313450303
110,17054488.690599244
111,21193066.116752926
112,23191169.56441085
113,18801688.317436337
114,17303730.494263843
115,11055111.46105227
116,23767548.634582676
117,11567117.290097656
118,18138419.94597915
119,18946736.025446296
120,11331606.333839346
121,18742838.030334495
122,16830841.402898587
123,14900082.588007947
124,21214663.51654238
125,23934920.56511134
126,20788020.100341655
127,23032099.457858507
128,21434202.262156777
129,21182967.08888915
130,24956564.442678817
131,18670629.86525381
132,15932081.448639816
133,19548434.130600818
134,19096935.133139603
135,14314914.11927034
136,16637834.07904492
137,14729988.48791467
138,15322623.508566605
139,15109096.734785452
140,24311798.5753054
141,17952779.107336394
142,16103275.511720046
143,16339904.104362303
144,17988051.7372508
145,17792909.647669412
146,16383824.80435501
147,21258003.226950184
148,15053487.09004187
149,21051727.655429915
150,17812768.783741593
151,15545346.471292552
152,23600093.36079782
153,9976975.738628287
154,18506182.22143518
155,18425109.992997512
156,15602408.398065012
157,20519362.97473602
158,14861161.640768336
159,22165991.95032986
160,14555210.153128207
161,17142476.626046773
162,16510053.612097895
163,23699506.651398376
164,13851454.707883148
165,21267115.918005675
166,17713724.521523114
167,17601337.753984563
168,18133586.447306424
169,10883265.582275242
170,17900131.379934374
171,18553193.085101895
172,14401368.589690685
173,18082499.622322455
174,20913189.193509582
175,21968470.45483203
176,18711712.091074616
177,13863754.110120079
178,13594831.747928645
179,22680396.728836317
180,23073424.639001064
181,17643177.566620298
182,14389191.082165217
183,15630809.4412915
184,18236971.981559407
185,19518041.62788678
186,12613288.208494175
187,13669219.913454885
188,18934794.330824293
189,16008309.66526009
190,17765016.397529606
191,13017940.452165093
192,22289442.912073623
193,12115922.403988292
194,20731130.003050815
195,22856003.691104878
196,19513561.914955262
197,22262428.254480198
198,15108813.960211277
199,19284500.107094225
200,18568483.205285694
201,15683643.331717366
202,20274083.612167988
203,18768862.976868257
204,14204737.94145329
205,20130440.311635196
206,17459743.25382463
207,15621677.976305613
208,17637670.33791257
209,12511166.369612925
210,20798556.858343963
211,17443354.635448977
212,18060675.083436765
213,16559476.382889496
214,20363189.515976757
215,13634906.358157288
216,13977002.891555674
217,18172053.52957495
218,18927072.814912435
219,18466540.846132625
220,16332956.418106792
221,16171419.610643368
222,17151494.397698153
223,14758325.824695256
224,11332828.442296477
225,23196728.85182634
226,21572549.79086911
227,13101866.446549766
228,12776036.164637676
229,17240574.391056843
230,16783031.990111314
231,19314691.751756195
232,22258712.09076115
233,20847766.800262842
234,14712412.14339526
235,15736801.08655259
236,19899984.59057309
237,16989646.64103804
238,19451784.575295784
239,18118058.713866055
240,17824855.389690205
241,18672657.031952582
242,14739420.886872968
243,21154141.564219132
244,19344538.153058097
245,15354070.029823221
246,26816062.547289077
247,25537458.82137375
248,19091684.74280781
249,18161976.734279267
250,22536159.531264033
251,15597289.505706478
252,20671042.821065124
253,19302586.41859899
254,17052933.698609896
255,17084211.3119407
256,16881724.775994517
257,13675452.328866042
258,13185296.948439494
259,17165680.924584065
260,14126789.86390549
261,21973517.774212457
262,19851842.971505176
263,19219762.77725592
264,14761594.01554002
265,16816115.071713477
266,18104249.02852289
267,17161790.834749196
268,12358634.526761767
269,13170947.02016844
270,14307955.875966506
271,15068823.39330999
272,16347662.56387765
273,17956070.927435517
274,19290940.365238868
275,15384337.034098078
276,17054069.428491723
277,15376656.443702523
278,19398511.80283179
279,19696168.557672873
280,18801262.745703217
281,16233351.857703991
282,14684019.457626134
283,16492519.811779024
284,17085056.689024482
285,18172830.029276155
286,15684596.814123712
287,17212962.37248528
288,19540674.318281848
289,20811329.474034574
290,18345719.73877181
291,16829643.85960574
292,17859919.826791625
293,15116511.623567916
294,17504352.69269093
295,17184180.76657734
296,15287292.303098824
297,24016798.62723403
298,17357280.00920537
299,15666929.498924673
300,15050734.273919601
301,13296493.19845638
302,22083369.07254635
303,18029490.413282413
304,16635515.364839528
305,14371618.473525604
306,15404560.86476754
307,18319507.81425869
308,21222761.487754326
309,23431349.097353484
310,16409433.15269361
311,15822523.814028941
312,19995290.00356465
313,20206937.732244045
314,17442302.98174195
315,9269069.044651594
316,19719070.46944588
317,19800545.549569294
318,17192065.353336178
319,23552942.38416445
320,25742975.61103509
321,24929354.307403903
322,20488544.616328318
323,20597446.078776717
324,19260069.167422194
325,17622751.62617672
326,12909925.67619076
327,24363199.639615923
328,13800679.3879955
329,12158015.54301517
330,14469440.128984971
331,19180211.297124024
332,14898711.143241141
333,18783465.043936133
334,14199672.380671978
335,15024621.937689293
336,25271648.05406252
337,21784499.353912726
338,14945766.801849537
339,21833493.547877673
340,21595881.538117185
341,18879086.850260492
342,20461415.1932184
343,17258530.547808
344,17185861.02277826
345,18660019.13351834
346,16762695.809750106
347,20403369.476210963
348,17988645.8508719
349,13931138.753841372
350,15772844.103637502
351,16618205.016172824
352,17181360.59409792
353,21114020.402686734
354,21158299.62632171
355,19946431.434308495
356,14240210.479591217
357,15212940.359522084
358,17342252.139617275
359,21225433.603085864
360,20194228.99045495
361,22109426.342243567
362,24836876.599502165
363,17303097.755866677
364,20644833.008959085
365,21834130.667757582
366,20095940.38758595
367,15805255.303176355
368,17255440.955735285
369,19479850.812221266
370,15514358.302171327
371,23669747.496471427
372,22505632.197462693
373,18532347.095729027
374,13631609.515137788
375,19261274.923211668
376,16123057.7927964
377,21046769.268831108
378,14146177.987260256
379,17447360.847871725
380,19827766.612830605
381,21549704.55572386
382,13602836.294836594
383,24847157.48128462
384,18113607.313403387
385,13568215.401577268
386,20592248.71719437
387,23486786.482944295
388,15623708.566949999
389,21062133.74079917
390,15637763.914988615
391,22124317.05748618
392,18448814.68462637
393,16146082.263096847
394,18608573.4044841
395,13436709.639918689
396,25578217.745618425
397,18938010.25683153
398,21368667.573774483
399,18967905.953836963
400,19469078.976137083
401,17017660.081086434
402,19133306.154174745
403,25141015.98544647
404,15251537.52410533
405,13550664.966707887
406,22005201.32739329
407,15425245.344901541
408,18201990.61032454
409,24323748.855363004
410,23192033.8921082
411,23944666.72087715
412,18010358.165382113
413,20030069.97753162
414,19511326.757529616
415,19429140.791872103
416,23681198.6187198
417,16681467.474314183
418,13632623.646127697
419,19703263.99451828
420,22194829.698377274
421,22004095.710605502
422,16684551.230193496
423,14477427.461368084
424,17762854.379606444
425,17550946.655059703
426,19916651.579280514
427,22732686.44823692
428,18071845.315932523
429,17419186.953929223
430,17750354.55966516
431,25513175.71544847
432,14736669.121036943
433,17227414.040022034
434,21723991.155226562
435,14095299.081672277
436,12012327.220768975
437,17214084.152941123
438,16561674.690280044
439,12167536.334540894
440,16794452.415909212
441,23377620.233046234
442,20897860.499711953
443,15971081.82767029
444,23498825.581142012
445,15578146.88869492
446,10781796.946878223
447,13075882.634351794
448,16253923.533396397
449,16859279.761670325
450,18160953.40752747
451,15928560.915063499
452,15917151.972117629
453,24987755.6787375
454,17015052.69328848
455,17022417.6854373
456,14756090.386223488
457,23480092.723221887
458,21498272.079876073
459,14390825.786508722
460,17512682.538902663
461,17108847.19695223
462,14779324.664599989
463,11868015.13217598
464,13558461.167109374
465,8984807.244879067
466,20450503.804989908
467,16044697.89330609
468,20707929.95101311
469,13457524.183768667
470,21449256.184381433
471,24703176.743654512
472,17659870.86834925
473,17592711.81347505
474,21390835.50478968
475,14848605.241916353
476,14170057.811139038
477,23261695.81591683
478,20584590.525243603
479,13981927.296052113
480,16949970.57691365
481,13331068.244314134
482,17849152.067859616
483,15770792.668154242
484,17040197.75259172
485,14373239.642866418
486,11961844.444826342
487,17646380.29260325
488,15243612.169698998
489,16176951.335481653
490,20012860.494867418
491,18805604.413572747
492,22377221.38360282
493,16802601.240780294
494,14736696.93992042
495,19436868.503312893
496,18535645.28163527
497,17074257.38520171
498,21951224.904213876
499,16288267.759282632
500,19378980.33041099
501,20907191.318791386
502,11536932.562103204
503,16949855.292815257
504,20282698.715615597
505,10382760.52759277
506,16898797.831490945
507,19269251.770751845
508,20571177.996183775
509,18680005.06534365
510,22508515.734887123
511,17299532.453224234
512,21623924.08973017
513,12456815.475035904
514,17812968.624742907
515,19530859.18724436
516,17087394.30769841
517,20456321.25883809
518,11803176.431670602
519,13526861.045325458
520,15833633.957788067
521,17522465.682387915
522,15818016.713526843
523,20479866.16145629
524,20768839.554198314
525,20694604.996286854
526,15093809.373965705
527,22966470.93023556
528,17600443.688774236
529,17299288.40013952
530,17938545.058059122
531,22077108.807399437
532,18233755.756084844
