id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,8207549
1,2,3,0,10,17628987,0,1,16923376
2,4,5,0,14,16388712,0,1,2943326
3,6,7,0,20,18329310,0,1,8835052
4,8,9,0,21,21681607,0,1,5147111
5,10,11,0,27,18057043,0,1,7690164
6,12,13,0,36,18935677,0,1,15843841
7,14,15,0,57,16422523,0,1,9523150
8,16,17,0,72,17150858,0,1,14905666
9,18,19,0,73,19452488,0,1,6770750
10,20,21,0,92,16784919,0,1,8888860
11,22,23,1,3,15148793,0,1,10377564
12,24,25,1,15,18844519,0,1,48912193
13,26,27,1,26,18008615,0,1,26994444
14,28,29,1,27,19724521,0,1,7528729
15,30,31,1,28,19468282,0,1,2316764
16,32,33,1,34,18549138,0,1,16495395
17,34,35,1,43,19966646,0,1,9957701
18,36,37,1,53,16296407,0,1,12204642
19,38,39,1,54,15755214,0,1,26048037
20,40,41,1,71,19018628,0,1,12728551
21,42,43,1,82,14330187,0,1,18817995
22,44,45,1,84,18290747,0,1,4788136
23,46,47,2,9,18025247,0,1,5303574
24,48,49,2,26,19493778,0,1,31078017
25,50,51,2,43,15987044,0,1,11280537
26,52,53,2,44,19395855,0,1,7719993
27,54,55,2,54,17343004,0,1,15085001
28,56,57,2,63,20867489,0,1,14462183
29,58,59,2,65,17870231,0,1,10625090
30,60,61,2,68,14521184,0,1,5474079
31,62,63,2,86,17733486,0,1,2599988
32,64,65,2,87,16137428,0,1,5421279
33,66,67,2,93,19677105,0,1,7375435
34,68,69,3,12,20655201,0,1,9012347
35,70,71,3,31,19038918,0,1,10639791
36,72,73,3,33,15373044,0,1,7350272
37,74,75,3,35,18435401,0,1,22417441
38,76,77,3,36,18609711,0,1,6325578
39,78,79,3,45,16091883,0,1,10968017
40,80,81,3,59,19111780,0,1,5645843
41,82,83,3,73,18867459,0,1,19562797
42,84,85,3,83,19079158,0,0,0
43,86,87,3,87,19824610,0,1,31590772
44,88,89,3,97,18841527,0,1,22565098
45,90,91,4,19,15965037,0,1,5261213
46,92,93,4,20,16315779,0,1,3751241
47,94,95,4,42,19176718,0,1,12042667
48,96,97,4,49,19302808,0,1,22103582
49,98,99,4,79,17473893,0,1,4085469
50,100,101,4,82,18332128,0,1,5261611
51,102,103,5,24,20199867,0,1,6139323
52,104,105,5,35,18704522,0,1,12310687
53,106,107,5,52,18137672,0,1,8236479
54,108,109,5,84,17863188,0,1,10380703
55,110,111,5,90,18513982,0,1,3329849
56,112,113,6,8,12727261,0,1,12312029
57,114,115,6,30,21269198,0,1,9449958
58,116,117,6,59,15348831,0,1,4785012
59,118,119,6,61,19390112,0,1,9014464
60,120,121,6,65,17653320,0,1,22339290
61,122,123,6,74,20380525,0,1,7603072
62,124,125,6,89,18127187,0,1,4374300
63,126,127,7,9,17748585,0,1,3377923
64,128,129,7,12,18532289,0,1,7195153
65,130,131,7,18,17888265,0,1,3453799
66,132,133,7,19,18845439,0,0,0
67,134,135,7,21,17577200,0,1,5071717
68,136,137,7,24,15012815,0,1,7959327
69,138,139,7,25,15076786,0,1,24728861
70,140,141,7,36,14643031,0,1,2476920
71,142,143,7,43,17669854,0,1,3676956
72,144,145,7,60,21723756,0,1,17433123
73,146,147,7,61,15931356,0,1,6150393
74,148,149,7,66,20146994,0,1,42969239
75,150,151,7,73,19758678,0,1,19108290
76,152,153,7,75,15696947,0,1,7959526
77,154,155,7,77,18916253,0,1,6873821
78,156,157,7,78,19197355,0,1,18066183
79,158,159,8,18,13723200,0,1,4989809
80,160,161,8,21,20471775,0,1,7494822
81,162,163,8,35,16297451,0,1,27449304
82,164,165,8,67,19342106,0,1,11573108
83,166,167,8,68,19156387,0,1,16198164
84,168,169,8,75,17005364,0,1,9014263
85,170,171,8,76,21667571,0,1,3962037
86,172,173,8,81,15699533,0,1,7811929
87,174,175,9,18,17600233,0,1,14000431
88,176,177,9,24,15755086,0,1,2860071
89,178,179,9,69,19910302,0,0,0
90,180,181,9,87,19786996,0,1,41732358
91,182,183,9,91,16350045,0,1,8294373
92,184,185,9,98,19488080,0,1,29618113
93,186,187,10,29,17286661,0,1,2283508
94,188,189,10,53,21390812,0,1,10323374
95,190,191,10,88,20088717,0,1,26556151
96,192,193,11,12,17005856,0,1,2966692
97,194,195,11,22,18562643,0,1,9576581
98,196,197,11,23,17293127,0,1,5629672
99,198,199,11,26,18659121,0,1,11280342
100,200,201,11,33,19112816,0,1,4892306
101,202,203,11,39,15911035,0,1,5096768
102,204,205,11,40,16021270,0,1,6630518
103,206,207,11,45,17092654,0,1,13799116
104,208,209,11,46,20503340,0,1,25135368
105,210,211,11,73,20102971,0,1,5525667
106,212,213,11,92,14945026,0,1,2803371
107,214,215,12,27,18927294,0,1,6135452
108,216,217,12,41,17648734,0,1,11428534
109,218,219,12,43,22335223,0,1,30055401
110,220,221,12,45,12402004,0,1,3794558
111,222,223,12,46,17823913,0,1,12387803
112,224,225,12,71,19440592,0,1,34928951
113,226,227,12,80,20511298,0,1,4445341
114,228,229,12,89,16444844,0,1,4326886
115,230,231,12,95,15552079,0,1,11737017
116,232,233,13,28,18272740,0,1,12562151
117,234,235,13,29,16335091,0,1,17970455
118,236,237,13,39,20233361,0,1,34300492
119,238,239,13,46,17937915,0,1,3165514
120,240,241,13,77,19702447,0,1,26595666
121,242,243,14,37,17380556,0,1,14431744
122,244,245,14,39,17970839,0,1,37577356
123,246,247,14,46,17998108,0,1,4598339
124,248,249,14,58,20640155,0,1,29182004
125,250,251,14,68,19115561,0,1,7454135
126,252,253,14,89,17543178,0,1,23454841
127,254,255,15,22,19604229,0,0,0
128,256,257,15,27,17867460,0,1,12039120
129,258,259,15,33,18820227,0,1,11613386
130,260,261,15,35,19041107,0,1,13072378
131,262,263,15,48,16878060,0,1,12188052
132,264,265,15,56,16366516,0,1,3363769
133,266,267,15,88,14714749,0,1,3001968
134,268,269,16,18,19823155,0,1,6953417
135,270,271,16,31,18648225,0,1,6401107
136,272,273,16,32,17121855,0,1,8983488
137,274,275,16,40,19664612,0,1,13543729
138,276,277,16,44,18482799,0,1,9228260
139,278,279,16,56,17856195,0,1,12210348
140,280,281,16,64,18497370,0,1,8196789
141,282,283,16,68,18006381,0,1,13695491
142,284,285,16,81,19459058,0,1,4843940
143,286,287,16,88,18153598,0,1,7227316
144,288,289,16,90,16519998,0,1,24813762
145,290,291,16,93,14312330,0,1,8370277
146,292,293,16,95,19360108,0,1,4474906
147,294,295,16,97,20146188,0,1,10714667
148,296,297,17,30,18364601,0,1,31621633
149,298,299,17,31,19170646,0,1,32423191
150,300,301,17,39,19572412,0,1,6884458
151,302,303,17,63,19179241,0,1,40175947
152,304,305,17,77,20441561,0,0,0
153,306,307,17,81,20139069,0,1,7843178
154,308,309,17,87,18456492,0,1,17553538
155,310,311,18,27,18225939,0,1,9036954
156,312,313,18,40,14390235,0,1,1069049
157,314,315,18,45,16886060,0,1,4927591
158,316,317,18,56,17951615,0,1,4111372
159,318,319,18,58,14468547,0,1,7510853
160,320,321,18,74,16683159,0,1,22249699
161,322,323,18,75,19230136,0,1,5259894
162,324,325,18,76,14894807,0,1,18363808
163,326,327,18,79,18372502,0,1,12778950
164,328,329,18,80,14921953,0,1,26498572
165,330,331,18,83,18599349,0,1,6336688
166,332,333,18,84,19212108,0,1,3775129
167,334,335,18,98,15627726,0,1,32445073
168,336,337,19,25,20798031,0,1,8204896
169,338,339,19,31,16271803,0,1,10588433
170,340,341,19,49,18809211,0,1,27100854
171,342,343,19,66,19236430,0,1,32487935
172,344,345,19,78,18008237,0,1,6975211
173,346,347,19,88,16072498,0,1,23730143
174,348,349,20,22,18215988,0,1,6458077
175,350,351,20,39,17273419,0,1,3273223
176,352,353,20,49,19785122,0,1,46517249
177,354,355,20,52,15922241,0,1,8033950
178,356,357,20,53,14235611,0,1,10412484
179,358,359,20,72,18708254,0,1,41834944
180,360,361,20,79,16310276,0,1,3757933
181,362,363,20,84,14369276,0,1,16014986
182,364,365,20,92,19373643,0,1,32095467
183,366,367,20,95,17447085,0,1,10412283
184,368,369,20,96,20752065,0,1,10725569
185,370,371,21,22,15760929,0,1,15366686
186,372,373,21,32,17722054,0,1,41695173
187,374,375,21,33,18954512,0,1,9571969
188,376,377,21,36,18638998,0,1,7518366
189,378,379,21,47,18419621,0,1,8466831
190,380,381,21,71,19372602,0,1,17663651
191,382,383,21,79,17382179,0,1,13667805
192,384,385,21,85,15325427,0,1,2975220
193,386,387,21,92,18786675,0,1,6776972
194,388,389,22,26,17234091,0,1,15513249
195,390,391,22,29,15665189,0,1,8778222
196,392,393,22,53,17024110,0,1,5412716
197,394,395,22,64,15555171,0,1,4082594
198,396,397,22,66,17941218,0,1,35825744
199,398,399,22,72,17591324,0,1,6491125
200,400,401,22,85,17138227,0,1,14068316
201,402,403,22,92,17741695,0,1,6792286
202,404,405,23,38,16465194,0,1,19120061
203,406,407,23,43,22404443,0,1,17011187
204,408,409,23,99,17458709,0,1,8263145
205,410,411,24,31,17377966,0,1,14623899
206,412,413,24,65,15838152,0,1,7645694
207,414,415,24,73,17082088,0,1,6855171
208,416,417,24,80,18208595,0,1,17723973
209,418,419,24,82,18509328,0,1,24129852
210,420,421,25,30,17935655,0,1,8401851
211,422,423,25,32,18101204,0,1,16392259
212,424,425,25,37,18637813,0,1,9763089
213,426,427,25,40,17252006,0,1,8358412
214,428,429,25,50,16659087,0,1,15850749
215,430,431,25,61,18803220,0,1,12032113
216,432,433,25,65,16763564,0,1,42230157
217,434,435,25,66,15762501,0,1,13998732
218,436,437,25,72,17989503,0,1,21730010
219,438,439,25,84,18390591,0,1,6630617
220,440,441,25,88,14413870,0,1,2164442
221,442,443,25,93,15263435,0,1,2310727
222,444,445,26,29,17203401,0,1,8995059
223,446,447,26,56,14982500,0,1,9478408
224,448,449,26,79,15981716,0,1,3391458
225,450,451,26,81,19455011,0,1,10192128
226,452,453,26,98,18255661,0,1,26500175
227,454,455,27,28,18944848,0,1,18104097
228,456,457,27,35,18902577,0,0,0
229,458,459,27,46,18822204,0,1,2245644
230,460,461,27,54,19945893,0,1,15026273
231,462,463,27,78,18054517,0,1,20333333
232,464,465,27,87,15157037,0,1,17055462
233,466,467,27,98,14468165,0,1,17578169
234,468,469,28,58,19664447,0,1,24456543
235,470,471,28,68,17647187,0,1,16034472
236,472,473,28,76,19459423,0,1,11300050
237,474,475,28,79,14297215,0,1,16879587
238,476,477,28,82,21340783,0,1,13589456
239,478,479,28,85,15611165,0,1,6778278
240,480,481,28,86,17067461,0,1,9607919
241,482,483,28,87,18995525,0,1,7440552
242,484,485,29,37,17783044,0,1,37684176
243,486,487,29,54,16380207,0,1,8131573
244,488,489,29,64,19803515,0,1,40253784
245,490,491,29,65,17445705,0,1,22920782
246,492,493,29,70,19156452,0,1,9399488
247,494,495,29,82,19290273,0,1,19036773
248,496,497,29,83,17791892,0,1,24094241
249,498,499,29,86,14138033,0,1,13383494
250,500,501,29,87,16133346,0,1,7303103
251,502,503,29,98,17303177,0,1,2951722
252,504,505,30,31,16992235,0,1,7220245
253,506,507,30,36,18133736,0,1,8631695
254,508,509,30,38,16299354,0,1,7380141
255,510,511,30,41,16792526,0,1,5641765
256,512,513,30,44,19144683,0,1,8141835
257,514,515,30,57,21461880,0,1,22213366
258,516,517,30,58,14933771,0,1,21905225
259,518,519,30,67,16879080,0,1,7504737
260,520,521,30,73,16100587,0,1,18135385
261,522,523,30,78,18418619,0,1,6809738
262,524,525,30,84,17734654,0,1,2778303
263,526,527,30,86,17002352,0,1,13655153
264,528,529,30,89,16647822,0,1,15522084
265,530,531,30,92,18759268,0,1,9945881
266,532,533,31,35,18689595,0,1,10353571
267,534,535,31,54,17783087,0,1,9375044
268,536,537,31,57,17736242,0,1,10448471
269,538,539,31,81,16596326,0,1,11906645
270,540,541,31,82,17623305,0,1,5390952
271,542,543,31,99,15685818,0,1,2067079
272,544,545,32,33,18012028,0,1,19165738
273,546,547,32,34,17139431,0,1,8896686
274,548,549,32,39,19885350,0,1,7045586
275,550,551,32,46,15849360,0,1,4576022
276,552,553,32,53,16610983,0,1,10319655
277,554,555,32,71,17542824,0,1,7438151
278,556,557,32,94,18283696,0,1,7494466
279,558,559,33,36,17575242,0,0,0
280,560,561,33,42,18360509,0,1,31133434
281,562,563,33,46,16881834,0,1,3889545
282,564,565,33,47,21181747,0,1,4359767
283,566,567,33,57,17823844,0,1,15690217
284,568,569,33,67,20092590,0,1,39410772
285,570,571,33,70,18132732,0,1,26301998
286,572,573,33,92,17396188,0,1,2089713
287,574,575,33,93,19992960,0,1,31555018
288,576,577,34,38,18140298,0,1,2739948
289,578,579,34,45,15681201,0,1,4997935
290,580,581,34,46,17866186,0,1,9617695
291,582,583,34,62,18751994,0,1,9745201
292,584,585,34,78,19679900,0,1,24924291
293,586,587,34,87,17391463,0,1,4852478
294,588,589,34,94,19294202,0,1,4053439
295,590,591,35,68,13944882,0,1,11988326
296,592,593,35,76,18811522,0,1,9233300
297,594,595,35,77,18512374,0,1,9502240
298,596,597,35,79,18427291,0,1,15298506
299,598,599,35,80,17118659,0,1,21743029
300,600,601,35,82,19256342,0,1,7083020
301,602,603,36,42,15905269,0,1,11416845
302,604,605,36,43,19711311,0,1,13253375
303,606,607,36,45,15724152,0,1,8003768
304,608,609,36,46,19965407,0,1,9479418
305,610,611,36,48,20183102,0,1,15088031
306,612,613,36,65,18438676,0,1,4422230
307,614,615,36,84,15830268,0,1,3270833
308,616,617,36,97,16422087,0,1,26401801
309,618,619,37,56,15138173,0,1,10312835
310,620,621,37,57,16104527,0,1,15922076
311,622,623,37,63,19162406,0,1,21468665
312,624,625,37,81,19357934,0,1,18255792
313,626,627,37,88,17507059,0,0,0
314,628,629,37,98,18013849,0,1,6194888
315,630,631,38,52,18733085,0,1,10230522
316,632,633,38,78,17186203,0,1,5057546
317,634,635,38,89,15462285,0,1,8261852
318,636,637,38,95,15422650,0,1,2528396
319,638,639,38,96,17271879,0,1,12837885
320,640,641,39,47,16976385,0,1,11384170
321,642,643,39,61,15043919,0,1,5851227
322,644,645,39,70,18045547,0,1,21869831
323,646,647,39,77,18143534,0,1,6978434
324,648,649,39,83,17959463,0,1,18486257
325,650,651,39,87,16608398,0,1,1593007
326,652,653,39,89,17193875,0,1,6987391
327,654,655,39,91,18731323,0,1,31029463
328,656,657,39,93,18881499,0,1,5290736
329,658,659,39,96,15129200,0,1,11113645
330,660,661,40,45,13903831,0,1,12256397
331,662,663,40,46,18226315,0,1,7088103
332,664,665,40,51,19549147,0,1,8117105
333,666,667,40,56,14519373,0,1,8725879
334,668,669,40,76,14910355,0,1,30905658
335,670,671,41,45,18241303,0,1,29841352
336,672,673,41,50,18192701,0,1,16888951
337,674,675,41,52,14947644,0,1,4715445
338,676,677,41,66,16060903,0,1,9035320
339,678,679,41,74,17748993,0,1,48369932
340,680,681,41,82,16406900,0,1,8940472
341,682,683,41,97,16117607,0,1,6563376
342,684,685,42,43,18772632,0,1,18317118
343,686,687,42,51,16678341,0,1,5691872
344,688,689,42,59,15875197,0,1,4877197
345,690,691,42,73,17273344,0,1,12161221
346,692,693,42,92,18515738,0,1,9956490
347,694,695,43,52,17820289,0,1,4710300
348,696,697,43,58,18443285,0,1,26957566
349,698,699,43,64,20600978,0,1,4118843
350,700,701,43,73,16018668,0,1,16068047
351,702,703,43,83,18132158,0,1,8600949
352,704,705,43,89,19036522,0,1,11384464
353,706,707,43,99,19726097,0,1,21763666
354,708,709,44,48,17454477,0,1,19456204
355,710,711,44,70,19531857,0,1,17816336
356,712,713,44,87,15221514,0,1,14083009
357,714,715,44,89,17159495,0,1,19284406
358,716,717,44,94,13717249,0,1,8793419
359,718,719,45,51,17798869,0,1,40878390
360,720,721,45,52,17187766,0,1,15759966
361,722,723,45,56,16911711,0,1,14441362
362,724,725,45,64,17683530,0,1,3512272
363,726,727,45,77,16005695,0,1,9434003
364,728,729,46,48,16363543,0,1,14276241
365,730,731,46,51,17833136,0,1,14476851
366,732,733,46,54,18199561,0,1,2013950
367,734,735,46,66,17794201,0,1,19919222
368,736,737,46,71,18798807,0,1,28528317
369,738,739,46,73,17345745,0,1,4651919
370,740,741,46,85,19088691,0,1,4376195
371,742,743,47,56,17929613,0,1,28392873
372,744,745,47,64,15872308,0,1,21014034
373,746,747,47,80,16473338,0,1,6355039
374,748,749,47,90,17522501,0,1,17654595
375,750,751,48,50,12973865,0,1,7151670
376,752,753,48,69,18971654,0,1,4152860
377,754,755,48,70,21392406,0,1,30799157
378,756,757,48,75,19953905,0,1,15042697
379,758,759,48,79,21294144,0,1,4889235
380,760,761,48,80,18316044,0,1,19192305
381,762,763,48,82,14980794,0,1,7138380
382,764,765,49,60,17958908,0,1,17180050
383,766,767,49,61,19382139,0,1,3451013
384,768,769,49,76,16811354,0,1,6385112
385,770,771,49,95,20617198,0,1,5629512
386,772,773,50,73,17958673,0,1,14988935
387,774,775,50,88,16082672,0,1,2826310
388,776,777,50,91,18970068,0,1,2536712
389,778,779,51,60,17099613,0,1,6868618
390,780,781,51,65,19277883,0,1,14545760
391,782,783,51,81,18944104,0,1,4916827
392,784,785,51,87,18473451,0,1,17796026
393,786,787,51,89,18171518,0,1,6226235
394,788,789,51,95,17879709,0,1,7992456
395,790,791,52,54,16526659,0,1,5633597
396,792,793,52,63,17373183,0,1,3962326
397,794,795,52,71,17990951,0,1,6966400
398,796,797,52,78,18069710,0,1,2528003
399,798,799,52,88,15713239,0,1,2125778
400,800,801,52,92,16715098,0,1,6160232
401,802,803,53,57,20233393,0,1,3301810
402,804,805,53,98,19735683,0,1,17724179
403,806,807,54,57,18339686,0,1,2061791
404,808,809,54,58,19314699,0,1,3865270
405,810,811,54,59,16472727,0,1,17714735
406,812,813,54,60,20676069,0,1,1758295
407,814,815,54,61,17389482,0,1,5343348
408,816,817,54,64,19273032,0,1,6119446
409,818,819,54,78,22590315,0,1,10621279
410,820,821,54,84,17578379,0,1,4156665
411,822,823,54,95,18693987,0,1,21851061
412,824,825,54,99,22461060,0,1,9231252
413,826,827,55,78,19127173,0,1,2557419
414,828,829,55,93,20247920,0,1,17844366
415,830,831,55,97,17867388,0,1,13934809
416,832,833,56,70,14810329,0,1,10554798
417,834,835,56,73,21220826,0,1,8758055
418,836,837,56,74,19894819,0,1,20394478
419,838,839,57,82,16226044,0,1,30818665
420,840,841,57,89,13623788,0,1,5126752
421,842,843,58,59,22183595,0,1,8893318
422,844,845,58,63,18410741,0,0,0
423,846,847,58,83,20248744,0,1,10812762
424,848,849,58,89,17654942,0,1,19206718
425,850,851,58,98,18229447,0,1,25045122
426,852,853,59,66,18319765,0,1,10449497
427,854,855,59,68,17382826,0,1,11692446
428,856,857,59,71,19195059,0,1,9310205
429,858,859,59,79,14906735,0,1,3329222
430,860,861,59,91,19031009,0,1,6085789
431,862,863,60,65,17959284,0,1,6579656
432,864,865,61,69,19398755,0,1,32073608
433,866,867,61,73,20116044,0,1,4223651
434,868,869,61,89,16349412,0,1,15475488
435,870,871,61,94,19543996,0,1,23385477
436,872,873,61,95,16686303,0,0,0
437,874,875,61,96,16990917,0,1,14534429
438,876,877,62,84,15694516,0,1,8535517
439,878,879,62,88,17554136,0,1,6372964
440,880,881,63,72,17610866,0,1,5203526
441,882,883,63,75,18905560,0,1,4915880
442,884,885,63,82,15688911,0,1,5823078
443,886,887,63,87,19880376,0,0,0
444,888,889,63,95,19436979,0,1,4602225
445,890,891,64,94,17734513,0,1,39661529
446,892,893,64,98,16242634,0,1,18052059
447,894,895,65,66,17509556,0,1,12749028
448,896,897,65,69,16214148,0,1,15641632
449,898,899,65,74,17481804,0,1,7853105
450,900,901,65,89,17350943,0,1,7958677
451,902,903,65,96,18052593,0,1,9933911
452,904,905,66,88,20471335,0,1,22653184
453,906,907,66,95,17725807,0,1,11995921
454,908,909,66,96,18028865,0,1,15717137
455,910,911,67,68,16126490,0,1,12048570
456,912,913,67,69,21375396,0,0,0
457,914,915,67,75,18195624,0,1,17676810
458,916,917,67,81,18861416,0,1,8281150
459,918,919,67,87,19964177,0,1,10339266
460,920,921,67,91,19184677,0,1,8105030
461,922,923,68,75,14077852,0,1,10736536
462,924,925,68,85,16976774,0,1,3258814
463,926,927,68,89,14364335,0,1,4611791
464,928,929,68,97,18084261,0,1,6207087
465,930,931,69,71,16290526,0,1,2086939
466,932,933,69,93,18958136,0,1,11953511
467,934,935,69,94,17393020,0,1,25529637
468,936,937,69,98,17943614,0,1,13296873
469,938,939,69,99,18870562,0,1,8543857
470,940,941,70,89,13955799,0,1,16159301
471,942,943,70,90,16603940,0,1,6263650
472,944,945,71,79,16451798,0,1,33929340
473,946,947,71,80,18228576,0,1,13864627
474,948,949,72,82,19325389,0,1,19235976
475,950,951,73,74,17556725,0,1,2873976
476,952,953,73,82,17578821,0,1,22478759
477,954,955,74,80,18898306,0,1,2668808
478,956,957,74,81,15691716,0,1,25037529
479,958,959,74,83,17090313,0,1,16436298
480,960,961,74,99,19320246,0,1,11456140
481,962,963,75,92,14493353,0,1,9154276
