channel_id,life_time,error,count
0,42.95977777777778,2.4401541537290083,99
1,42.19658585858586,1.7040198750363647,99
2,21.393404040404047,1.0550100658964252,99
3,14.26064646464647,0.8139375101593925,99
4,45.20818181818182,1.8954521838333405,99
5,40.61071717171718,1.6396740577379694,99
6,15.2650303030303,0.8327921544196494,99
7,44.106929292929294,1.7034202238990686,99
8,20.806050505050504,1.0836103600377454,99
9,49.505585858585846,1.4014035024058826,99
10,6.223595959595958,0.20304297006527372,99
11,29.883727272727278,1.3439427181065848,99
12,17.91240404040404,1.0294627410125075,99
13,8.83,0.2843555506326443,99
14,23.40783838383838,1.059030117444995,99
15,14.288848484848485,0.6655895221312825,99
16,42.956464646464646,1.8034235588065692,99
17,54.83381818181818,1.137758432202854,99
18,23.074,1.1836494485873374,99
19,22.161323232323227,1.043836013981577,99
20,9.747050505050506,0.4261399067863146,99
21,8.036080808080806,0.35813606835979495,99
22,27.52750505050505,1.5904107093260833,99
23,57.30177777777777,2.2418794748487483,99
24,33.62975757575759,1.571110025748363,99
25,53.48153535353535,1.3615980416707234,99
26,10.560232323232324,0.3448604824232057,99
27,11.909515151515151,0.4719708889551856,99
28,17.544717171717174,0.6614693713389532,99
29,9.312424242424242,0.3741924322424185,99
30,8.821545454545454,0.24887128909008227,99
31,16.22930303030303,0.6455699232100283,99
32,12.200787878787878,0.7104800055141809,99
33,71.2079898989899,1.8425146175831388,99
34,20.436454545454545,0.6668252168783483,99
35,28.351242424242425,1.233593195688893,99
36,58.57115151515151,2.3332009175057284,99
37,56.831323232323236,2.072044557057016,99
38,39.64150505050505,2.09508740350332,99
39,10.92330303030303,0.4936826866865773,99
40,11.775292929292931,0.6034372719850829,99
41,29.197676767676768,1.5442458315342984,99
42,36.29811111111111,1.8762924682368656,99
43,12.525454545454547,0.6496967103046003,99
44,54.92040404040404,3.286056037126984,99
45,56.62453535353535,2.906921634496849,99
46,51.51041414141415,1.6207784054992531,99
47,52.03119191919192,1.0646139600463027,99
48,24.252878787878792,1.1337850532347937,99
49,20.172666666666665,1.1565369671356782,99
50,32.86180808080808,1.631852207622695,99
51,22.151939393939394,1.4272894701040457,99
52,19.779646464646465,0.8842881875702537,99
53,13.713353535353535,0.6803267133944486,99
54,48.877474747474736,1.4226107238359302,99
55,10.423666666666666,0.345562264202814,99
56,13.506282828282826,0.6445298594546893,99
57,5.8437070707070715,0.22378126493468306,99
58,10.064,0.39344564343674354,99
59,52.00848484848484,1.2661687921183344,99
60,35.14970707070707,1.630814224316098,99
61,18.57171717171717,0.841692240901093,99
62,54.88909090909091,1.0921884034543308,99
63,54.718010101010094,1.5838227312857085,99
64,22.10771717171717,1.0652700501636265,99
65,40.27749494949495,1.5835078035347572,99
66,36.910242424242426,1.7087645554334585,99
67,15.487808080808081,0.5860891066292322,99
68,18.330818181818184,0.6845795050522661,99
69,20.894535353535357,1.3795262688765233,99
70,13.12748484848485,0.6364955235086205,99
71,24.92963636363636,1.5845884599414972,99
72,15.43367676767677,0.608532794002969,99
73,59.179040404040414,1.8226819308543638,99
74,59.08017171717171,2.4666891107873092,99
75,8.380323232323232,0.31335694276638665,99
76,22.998484848484846,1.4905440845769256,99
77,5.514848484848484,0.19985798874313188,99
78,16.380161616161615,0.7123847866268195,99
79,20.644141414141416,1.0014706782721368,99
80,7.687404040404042,0.31521499552297494,99
81,4.782191919191919,0.17852371094966976,99
82,13.8790202020202,0.6323369848731651,99
83,30.837969696969694,1.5659141427387555,99
84,12.569959595959595,0.7644601197913409,99
85,15.86318181818182,0.704945965790966,99
86,23.673797979797982,1.5227568781469492,99
87,14.746494949494952,0.5921917148308666,99
88,21.61677777777778,0.8965813476528469,99
89,30.43773737373737,1.2540230362511682,99
90,23.503757575757568,1.3276509022676846,99
91,10.341505050505049,0.4816007493580273,99
92,8.346939393939396,0.2599881276351084,99
93,10.231131313131312,0.42028589917640424,99
94,35.57681818181819,2.126682329141202,99
95,19.919555555555558,1.0186482517704833,99
96,48.63023232323232,1.3858677755996134,99
97,38.71393939393939,2.468483299597432,99
98,14.357484848484846,0.5008270320395618,99
99,6.564464646464647,0.18500068708422907,99
100,27.62537373737374,1.8966784970598565,99
101,49.591212121212116,1.5007439636727171,99
102,21.472151515151513,1.2693197803943033,99
103,35.282171717171714,2.41811669823799,99
104,42.39339393939394,1.860719443886119,99
105,28.994888888888887,1.4522517042603413,99
106,55.650343434343434,2.0916957398453677,99
107,41.55449494949495,1.1984986635370518,99
108,25.916111111111118,1.2403612265082524,99
109,13.081717171717171,0.4407446317695902,99
110,5.630161616161617,0.18461084559474603,99
111,7.095303030303031,0.2518163408809059,99
112,33.4039696969697,1.6787809639852334,99
113,12.90182828282828,0.5623560958512388,99
114,42.85661616161617,1.476986581815277,99
115,72.80280808080808,2.1322193509607597,99
116,11.145939393939393,0.36800426773469386,99
117,8.450090909090909,0.43457361039639264,99
118,82.08821212121211,4.209918656510334,99
119,18.007939393939395,0.5936625734032127,99
120,46.709616161616175,1.6944215111550511,99
121,37.11320202020202,1.405970353757611,99
122,9.72629292929293,0.37293426166637667,99
123,7.496505050505051,0.26481449148655556,99
