id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,1,18000000,0,1,1318
1,2,3,0,2,18000000,0,1,1281
2,4,5,0,4,18000000,0,1,1985
3,6,7,0,5,18000000,0,1,2316
4,8,9,0,6,18000000,0,1,2845
5,10,11,0,7,18000000,0,1,2610
6,12,13,0,8,18000000,0,1,1644
7,14,15,0,9,18000000,0,1,760
8,16,17,1,3,18000000,0,1,1839
9,18,19,1,4,18000000,0,1,3941
10,20,21,1,5,18000000,0,1,1779
11,22,23,1,7,18000000,0,1,1984
12,24,25,1,8,18000000,0,1,9579
13,26,27,2,4,18000000,0,1,2595
14,28,29,2,5,18000000,0,1,394
15,30,31,2,6,18000000,0,1,5118
16,32,33,2,7,18000000,0,1,4554
17,34,35,2,8,18000000,0,1,2515
18,36,37,2,9,18000000,0,1,1718
19,38,39,3,4,18000000,0,1,1043
20,40,41,3,5,18000000,0,1,1916
21,42,43,3,6,18000000,0,1,7646
22,44,45,3,7,18000000,0,1,3112
23,46,47,3,8,18000000,0,1,2537
24,48,49,4,5,18000000,0,1,6247
25,50,51,4,6,18000000,0,1,5778
26,52,53,4,7,18000000,0,1,10291
27,54,55,4,8,18000000,0,1,3338
28,56,57,4,9,18000000,0,1,1075
29,58,59,5,6,18000000,0,1,29681
30,60,61,6,8,18000000,0,1,10579
31,62,63,6,9,18000000,0,1,6619
32,64,65,7,8,18000000,0,1,2731
33,66,67,7,9,18000000,0,1,5077
