id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
0,0,1,0,1,8753784,1879047679,140730372205552,140621189054208,-335066498,0,0
1,0,0,1,0,8753784,1879047679,140730372205552,140621189054208,-335066498,0,0
2,1,3,0,2,10578127,1879047679,140730372205552,140621189054208,-335066498,0,0
3,1,2,2,0,10578127,1879047679,140730372205552,140621189054208,-335066498,0,0
4,2,5,0,6,9150341,1879047679,140730372205552,140621189054208,-335066498,0,0
5,2,4,6,0,9150341,1879047679,140730372205552,140621189054208,-335066498,0,0
6,3,7,0,17,9819823,1879047679,140730372205552,140621189054208,-335066498,0,0
7,3,6,17,0,9819823,1879047679,140730372205552,140621189054208,-335066498,0,0
8,4,9,0,20,9485602,1879047679,140730372205552,140621189054208,-335066498,0,0
9,4,8,20,0,9485602,1879047679,140730372205552,140621189054208,-335066498,0,0
10,5,11,0,28,8005815,1879047679,140730372205552,140621189054208,-335066498,0,0
11,5,10,28,0,8005815,1879047679,140730372205552,140621189054208,-335066498,0,0
12,6,13,0,31,8897106,1879047679,140730372205552,140621189054208,-335066498,0,0
13,6,12,31,0,8897106,1879047679,140730372205552,140621189054208,-335066498,0,0
14,7,15,0,52,8486315,1879047679,140730372205552,140621189054208,-335066498,0,0
15,7,14,52,0,8486315,1879047679,140730372205552,140621189054208,-335066498,0,0
16,8,17,0,72,8204292,1879047679,140730372205552,140621189054208,-335066498,0,0
17,8,16,72,0,8204292,1879047679,140730372205552,140621189054208,-335066498,0,0
18,9,19,0,77,8572518,1879047679,140730372205552,140621189054208,-335066498,0,0
19,9,18,77,0,8572518,1879047679,140730372205552,140621189054208,-335066498,0,0
20,10,21,0,88,11080401,1879047679,140730372205552,140621189054208,-335066498,0,0
21,10,20,88,0,11080401,1879047679,140730372205552,140621189054208,-335066498,0,0
22,11,23,0,95,8977784,1879047679,140730372205552,140621189054208,-335066498,0,0
23,11,22,95,0,8977784,1879047679,140730372205552,140621189054208,-335066498,0,0
24,12,25,1,16,10249932,1879047679,140730372205552,140621189054208,-335066498,0,0
25,12,24,16,1,10249932,1879047679,140730372205552,140621189054208,-335066498,0,0
26,13,27,1,19,9333156,1879047679,140730372205552,140621189054208,-335066498,0,0
27,13,26,19,1,9333156,1879047679,140730372205552,140621189054208,-335066498,0,0
28,14,29,1,21,9432705,1879047679,140730372205552,140621189054208,-335066498,0,0
29,14,28,21,1,9432705,1879047679,140730372205552,140621189054208,-335066498,0,0
30,15,31,1,56,8362120,1879047679,140730372205552,140621189054208,-335066498,0,0
31,15,30,56,1,8362120,1879047679,140730372205552,140621189054208,-335066498,0,0
32,16,33,1,68,9475881,1879047679,140730372205552,140621189054208,-335066498,0,0
33,16,32,68,1,9475881,1879047679,140730372205552,140621189054208,-335066498,0,0
34,17,35,1,69,10133667,1879047679,140730372205552,140621189054208,-335066498,0,0
35,17,34,69,1,10133667,1879047679,140730372205552,140621189054208,-335066498,0,0
36,18,37,1,81,9660871,1879047679,140730372205552,140621189054208,-335066498,0,0
37,18,36,81,1,9660871,1879047679,140730372205552,140621189054208,-335066498,0,0
38,19,39,1,86,7950949,1879047679,140730372205552,140621189054208,-335066498,0,0
39,19,38,86,1,7950949,1879047679,140730372205552,140621189054208,-335066498,0,0
40,20,41,2,14,9528637,1879047679,140730372205552,140621189054208,-335066498,0,0
41,20,40,14,2,9528637,1879047679,140730372205552,140621189054208,-335066498,0,0
42,21,43,2,18,8094974,1879047679,140730372205552,140621189054208,-335066498,0,0
43,21,42,18,2,8094974,1879047679,140730372205552,140621189054208,-335066498,0,0
44,22,45,2,20,9220826,1879047679,140730372205552,140621189054208,-335066498,0,0
45,22,44,20,2,9220826,1879047679,140730372205552,140621189054208,-335066498,0,0
46,23,47,2,22,8644696,1879047679,140730372205552,140621189054208,-335066498,0,0
47,23,46,22,2,8644696,1879047679,140730372205552,140621189054208,-335066498,0,0
48,24,49,2,23,7768641,1879047679,140730372205552,140621189054208,-335066498,0,0
49,24,48,23,2,7768641,1879047679,140730372205552,140621189054208,-335066498,0,0
50,25,51,2,36,9073367,1879047679,140730372205552,140621189054208,-335066498,0,0
51,25,50,36,2,9073367,1879047679,140730372205552,140621189054208,-335066498,0,0
52,26,53,2,50,8622143,1879047679,140730372205552,140621189054208,-335066498,0,0
53,26,52,50,2,8622143,1879047679,140730372205552,140621189054208,-335066498,0,0
54,27,55,2,64,9520733,1879047679,140730372205552,140621189054208,-335066498,0,0
55,27,54,64,2,9520733,1879047679,140730372205552,140621189054208,-335066498,0,0
56,28,57,2,81,10121847,1879047679,140730372205552,140621189054208,-335066498,0,0
57,28,56,81,2,10121847,1879047679,140730372205552,140621189054208,-335066498,0,0
58,29,59,2,84,7858638,1879047679,140730372205552,140621189054208,-335066498,0,0
59,29,58,84,2,7858638,1879047679,140730372205552,140621189054208,-335066498,0,0
60,30,61,2,98,9925709,1879047679,140730372205552,140621189054208,-335066498,0,0
61,30,60,98,2,9925709,1879047679,140730372205552,140621189054208,-335066498,0,0
62,31,63,3,8,10142223,1879047679,140730372205552,140621189054208,-335066498,0,0
63,31,62,8,3,10142223,1879047679,140730372205552,140621189054208,-335066498,0,0
64,32,65,3,20,9535444,1879047679,140730372205552,140621189054208,-335066498,0,0
65,32,64,20,3,9535444,1879047679,140730372205552,140621189054208,-335066498,0,0
66,33,67,3,21,10072620,1879047679,140730372205552,140621189054208,-335066498,0,0
67,33,66,21,3,10072620,1879047679,140730372205552,140621189054208,-335066498,0,0
68,34,69,3,27,8772450,1879047679,140730372205552,140621189054208,-335066498,0,0
69,34,68,27,3,8772450,1879047679,140730372205552,140621189054208,-335066498,0,0
70,35,71,3,32,8683295,1879047679,140730372205552,140621189054208,-335066498,0,0
71,35,70,32,3,8683295,1879047679,140730372205552,140621189054208,-335066498,0,0
72,36,73,3,37,9723257,1879047679,140730372205552,140621189054208,-335066498,0,0
73,36,72,37,3,9723257,1879047679,140730372205552,140621189054208,-335066498,0,0
74,37,75,3,65,10310286,1879047679,140730372205552,140621189054208,-335066498,0,0
75,37,74,65,3,10310286,1879047679,140730372205552,140621189054208,-335066498,0,0
76,38,77,3,66,10892929,1879047679,140730372205552,140621189054208,-335066498,0,0
77,38,76,66,3,10892929,1879047679,140730372205552,140621189054208,-335066498,0,0
78,39,79,3,69,9401214,1879047679,140730372205552,140621189054208,-335066498,0,0
79,39,78,69,3,9401214,1879047679,140730372205552,140621189054208,-335066498,0,0
80,40,81,3,81,9769215,1879047679,140730372205552,140621189054208,-335066498,0,0
81,40,80,81,3,9769215,1879047679,140730372205552,140621189054208,-335066498,0,0
82,41,83,3,84,9985906,1879047679,140730372205552,140621189054208,-335066498,0,0
83,41,82,84,3,9985906,1879047679,140730372205552,140621189054208,-335066498,0,0
84,42,85,3,98,8840419,1879047679,140730372205552,140621189054208,-335066498,0,0
85,42,84,98,3,8840419,1879047679,140730372205552,140621189054208,-335066498,0,0
86,43,87,4,11,11008273,1879047679,140730372205552,140621189054208,-335066498,0,0
87,43,86,11,4,11008273,1879047679,140730372205552,140621189054208,-335066498,0,0
88,44,89,4,18,8219862,1879047679,140730372205552,140621189054208,-335066498,0,0
89,44,88,18,4,8219862,1879047679,140730372205552,140621189054208,-335066498,0,0
90,45,91,4,19,9262887,1879047679,140730372205552,140621189054208,-335066498,0,0
91,45,90,19,4,9262887,1879047679,140730372205552,140621189054208,-335066498,0,0
92,46,93,4,35,11209891,1879047679,140730372205552,140621189054208,-335066498,0,0
93,46,92,35,4,11209891,1879047679,140730372205552,140621189054208,-335066498,0,0
94,47,95,4,45,8987390,1879047679,140730372205552,140621189054208,-335066498,0,0
95,47,94,45,4,8987390,1879047679,140730372205552,140621189054208,-335066498,0,0
96,48,97,4,48,9545916,1879047679,140730372205552,140621189054208,-335066498,0,0
97,48,96,48,4,9545916,1879047679,140730372205552,140621189054208,-335066498,0,0
98,49,99,4,51,8870488,1879047679,140730372205552,140621189054208,-335066498,0,0
99,49,98,51,4,8870488,1879047679,140730372205552,140621189054208,-335066498,0,0
100,50,101,4,54,8613891,1879047679,140730372205552,140621189054208,-335066498,0,0
101,50,100,54,4,8613891,1879047679,140730372205552,140621189054208,-335066498,0,0
102,51,103,4,76,10201396,1879047679,140730372205552,140621189054208,-335066498,0,0
103,51,102,76,4,10201396,1879047679,140730372205552,140621189054208,-335066498,0,0
104,52,105,4,81,8898061,1879047679,140730372205552,140621189054208,-335066498,0,0
105,52,104,81,4,8898061,1879047679,140730372205552,140621189054208,-335066498,0,0
106,53,107,4,92,8476427,1879047679,140730372205552,140621189054208,-335066498,0,0
107,53,106,92,4,8476427,1879047679,140730372205552,140621189054208,-335066498,0,0
108,54,109,4,94,8142269,1879047679,140730372205552,140621189054208,-335066498,0,0
109,54,108,94,4,8142269,1879047679,140730372205552,140621189054208,-335066498,0,0
110,55,111,4,95,8504997,1879047679,140730372205552,140621189054208,-335066498,0,0
111,55,110,95,4,8504997,1879047679,140730372205552,140621189054208,-335066498,0,0
112,56,113,4,98,10870409,1879047679,140730372205552,140621189054208,-335066498,0,0
113,56,112,98,4,10870409,1879047679,140730372205552,140621189054208,-335066498,0,0
114,57,115,4,99,7822891,1879047679,140730372205552,140621189054208,-335066498,0,0
115,57,114,99,4,7822891,1879047679,140730372205552,140621189054208,-335066498,0,0
116,58,117,5,7,8908110,1879047679,140730372205552,140621189054208,-335066498,0,0
117,58,116,7,5,8908110,1879047679,140730372205552,140621189054208,-335066498,0,0
118,59,119,5,9,9424115,1879047679,140730372205552,140621189054208,-335066498,0,0
119,59,118,9,5,9424115,1879047679,140730372205552,140621189054208,-335066498,0,0
120,60,121,5,20,8727430,1879047679,140730372205552,140621189054208,-335066498,0,0
121,60,120,20,5,8727430,1879047679,140730372205552,140621189054208,-335066498,0,0
122,61,123,5,23,9779881,1879047679,140730372205552,140621189054208,-335066498,0,0
123,61,122,23,5,9779881,1879047679,140730372205552,140621189054208,-335066498,0,0
124,62,125,5,32,9150808,1879047679,140730372205552,140621189054208,-335066498,0,0
125,62,124,32,5,9150808,1879047679,140730372205552,140621189054208,-335066498,0,0
126,63,127,5,50,7550926,1879047679,140730372205552,140621189054208,-335066498,0,0
127,63,126,50,5,7550926,1879047679,140730372205552,140621189054208,-335066498,0,0
128,64,129,5,58,7689409,1879047679,140730372205552,140621189054208,-335066498,0,0
129,64,128,58,5,7689409,1879047679,140730372205552,140621189054208,-335066498,0,0
130,65,131,5,61,9616903,1879047679,140730372205552,140621189054208,-335066498,0,0
131,65,130,61,5,9616903,1879047679,140730372205552,140621189054208,-335066498,0,0
132,66,133,5,65,8943564,1879047679,140730372205552,140621189054208,-335066498,0,0
133,66,132,65,5,8943564,1879047679,140730372205552,140621189054208,-335066498,0,0
134,67,135,5,84,9736110,1879047679,140730372205552,140621189054208,-335066498,0,0
135,67,134,84,5,9736110,1879047679,140730372205552,140621189054208,-335066498,0,0
136,68,137,5,93,8542082,1879047679,140730372205552,140621189054208,-335066498,0,0
137,68,136,93,5,8542082,1879047679,140730372205552,140621189054208,-335066498,0,0
138,69,139,6,12,8465060,1879047679,140730372205552,140621189054208,-335066498,0,0
139,69,138,12,6,8465060,1879047679,140730372205552,140621189054208,-335066498,0,0
140,70,141,6,18,8113716,1879047679,140730372205552,140621189054208,-335066498,0,0
141,70,140,18,6,8113716,1879047679,140730372205552,140621189054208,-335066498,0,0
142,71,143,6,19,9299952,1879047679,140730372205552,140621189054208,-335066498,0,0
143,71,142,19,6,9299952,1879047679,140730372205552,140621189054208,-335066498,0,0
144,72,145,6,28,9185023,1879047679,140730372205552,140621189054208,-335066498,0,0
145,72,144,28,6,9185023,1879047679,140730372205552,140621189054208,-335066498,0,0
146,73,147,6,51,9099796,1879047679,140730372205552,140621189054208,-335066498,0,0
147,73,146,51,6,9099796,1879047679,140730372205552,140621189054208,-335066498,0,0
148,74,149,6,54,7569496,1879047679,140730372205552,140621189054208,-335066498,0,0
149,74,148,54,6,7569496,1879047679,140730372205552,140621189054208,-335066498,0,0
150,75,151,6,71,8610401,1879047679,140730372205552,140621189054208,-335066498,0,0
151,75,150,71,6,8610401,1879047679,140730372205552,140621189054208,-335066498,0,0
152,76,153,6,89,8596353,1879047679,140730372205552,140621189054208,-335066498,0,0
153,76,152,89,6,8596353,1879047679,140730372205552,140621189054208,-335066498,0,0
154,77,155,6,98,6910659,1879047679,140730372205552,140621189054208,-335066498,0,0
