id,sender_id,receiver_id,amount,start_time
0,3,2,1000000,106
1,3,2,1000000,448
2,0,2,1000000,1473
3,1,2,1000000,1667
4,1,2,1000000,2313
5,1,2,1000000,4152
6,3,0,1000000,5681
7,0,2,1000000,7964
8,2,0,1000000,8005
9,3,2,1000000,8855
10,0,1,1000000,13130
11,2,0,1000000,13467
12,0,1,1000000,14093
13,0,2,1000000,14898
14,0,1,1000000,17480
15,3,0,1000000,19982
16,0,2,1000000,22434
17,0,2,1000000,24666
18,1,2,1000000,24704
19,0,2,1000000,25139
20,2,0,1000000,26178
21,2,3,1000000,26327
22,2,1,1000000,26498
23,2,1,1000000,28189
24,2,0,1000000,28371
25,1,2,1000000,29323
26,2,0,1000000,30940
27,3,0,1000000,31231
28,3,1,1000000,32210
29,0,3,1000000,32300
30,3,2,1000000,36695
31,1,3,1000000,37090
32,0,2,1000000,37551
33,2,1,1000000,40009
34,2,3,1000000,40945
35,1,2,1000000,42992
36,3,0,1000000,43283
37,1,0,1000000,46343
38,0,3,1000000,46689
39,2,3,1000000,47286
40,2,3,1000000,49162
41,1,2,1000000,49607
42,3,1,1000000,50246
43,3,1,1000000,51275
44,2,0,1000000,53233
45,2,0,1000000,53536
46,1,2,1000000,54310
47,1,0,1000000,54871
48,0,3,1000000,55186
49,2,3,1000000,56905
50,0,3,1000000,58909
51,1,0,1000000,59112
52,2,0,1000000,59404
53,1,0,1000000,59948
54,1,2,1000000,59969
55,3,2,1000000,61206
56,0,1,1000000,62557
57,2,3,1000000,63640
58,0,3,1000000,64175
59,3,2,1000000,68134
60,3,1,1000000,68295
61,1,0,1000000,71571
62,3,1,1000000,73169
63,3,0,1000000,73857
64,0,3,1000000,74685
65,0,3,1000000,76159
66,0,1,1000000,78750
67,2,3,1000000,79158
68,1,3,1000000,80578
69,1,2,1000000,80643
70,3,1,1000000,80803
71,2,0,1000000,81356
72,1,3,1000000,82588
73,2,0,1000000,86290
74,0,2,1000000,90042
75,0,2,1000000,90559
76,1,2,1000000,90575
77,0,1,1000000,90929
78,3,1,1000000,91307
79,2,0,1000000,93260
80,1,0,1000000,94012
81,1,3,1000000,95015
82,0,1,1000000,96105
83,1,0,1000000,97099
84,2,3,1000000,98021
85,0,1,1000000,100484
86,2,0,1000000,102635
87,1,2,1000000,103862
88,1,0,1000000,104982
89,0,1,1000000,105425
90,2,3,1000000,105815
91,1,2,1000000,108908
92,1,2,1000000,109165
93,0,1,1000000,109265
94,3,2,1000000,109983
95,2,0,1000000,110681
96,1,0,1000000,111718
97,3,0,1000000,111938
98,2,3,1000000,113082
99,0,1,1000000,116884
100,1,3,1000000,118695
101,0,2,1000000,119696
102,0,1,1000000,119848
103,1,0,1000000,122273
104,1,0,1000000,122953
105,2,1,1000000,123026
106,1,3,1000000,123843
107,0,2,1000000,124691
108,0,2,1000000,126333
109,3,0,1000000,127497
110,3,0,1000000,127561
111,3,2,1000000,127805
112,0,3,1000000,129338
113,1,0,1000000,132863
114,3,2,1000000,132927
115,0,2,1000000,133444
116,3,2,1000000,134109
117,1,3,1000000,134511
118,0,3,1000000,135134
119,3,0,1000000,135639
120,0,2,1000000,136082
121,3,2,1000000,138044
122,2,0,1000000,138185
123,2,0,1000000,139293
124,2,3,1000000,139413
125,2,3,1000000,140219
126,3,2,1000000,140292
127,3,1,1000000,140764
128,0,2,1000000,141251
129,1,0,1000000,142004
130,3,0,1000000,142258
131,2,1,1000000,142501
132,2,3,1000000,143661
133,1,2,1000000,144036
134,1,2,1000000,145263
135,3,2,1000000,150563
136,2,3,1000000,152835
137,0,1,1000000,152905
138,1,0,1000000,153117
139,1,0,1000000,153538
140,1,2,1000000,154300
141,3,1,1000000,154988
142,0,2,1000000,155610
143,3,0,1000000,157386
144,1,0,1000000,159452
145,0,2,1000000,161394
146,2,1,1000000,161396
147,1,3,1000000,162260
148,2,1,1000000,162484
149,2,0,1000000,162593
150,1,2,1000000,162860
151,2,0,1000000,163361
152,1,3,1000000,164188
153,0,1,1000000,164468
154,2,1,1000000,164519
155,1,3,1000000,164597
156,0,1,1000000,164749
157,1,0,1000000,164913
158,0,2,1000000,165166
159,2,3,1000000,165982
160,2,1,1000000,167099
161,2,1,1000000,167998
162,3,0,1000000,168519
163,0,3,1000000,170119
164,0,3,1000000,170371
165,0,1,1000000,170412
166,1,0,1000000,171127
167,3,1,1000000,171820
168,3,1,1000000,174392
169,3,2,1000000,175671
170,0,3,1000000,176216
171,1,3,1000000,178101
172,3,1,1000000,178332
173,0,2,1000000,179175
174,1,3,1000000,179844
175,3,1,1000000,179890
176,3,1,1000000,180694
177,3,2,1000000,182379
178,3,1,1000000,182438
179,3,0,1000000,182505
180,1,0,1000000,183708
181,0,3,1000000,185013
182,1,2,1000000,186531
183,3,0,1000000,186664
184,0,2,1000000,187269
185,2,1,1000000,187935
186,1,2,1000000,188132
187,1,0,1000000,188262
188,1,0,1000000,188530
189,0,2,1000000,188625
190,2,3,1000000,189181
191,2,3,1000000,189962
192,3,1,1000000,193151
193,0,2,1000000,193376
194,2,1,1000000,193757
195,2,3,1000000,193764
196,1,0,1000000,194497
197,0,3,1000000,197762
198,1,3,1000000,198942
199,2,1,1000000,199948
200,0,1,1000000,200139
201,2,0,1000000,202821
202,2,1,1000000,203127
203,0,2,1000000,204012
204,3,2,1000000,204464
205,1,0,1000000,205223
206,2,0,1000000,205373
207,0,3,1000000,212168
208,0,3,1000000,213187
209,0,1,1000000,213322
210,3,1,1000000,213509
211,3,2,1000000,214256
212,1,3,1000000,214522
213,1,2,1000000,214976
214,0,2,1000000,221136
215,2,0,1000000,221330
216,1,3,1000000,222333
217,2,3,1000000,222755
218,3,0,1000000,222929
219,3,2,1000000,224893
220,1,0,1000000,225022
221,0,2,1000000,225963
222,0,2,1000000,228268
223,0,2,1000000,228476
224,2,1,1000000,228538
225,2,3,1000000,229699
226,2,0,1000000,231264
227,0,1,1000000,232376
228,3,2,1000000,233221
229,3,1,1000000,234957
230,1,0,1000000,235272
231,0,3,1000000,236192
232,3,0,1000000,236587
233,0,1,1000000,236650
234,1,3,1000000,238057
235,3,2,1000000,239094
236,3,0,1000000,240736
237,2,0,1000000,242130
238,0,1,1000000,243141
239,0,3,1000000,243362
240,0,1,1000000,244081
241,3,2,1000000,244245
242,0,2,1000000,244629
243,0,1,1000000,247860
244,0,1,1000000,250849
245,3,2,1000000,253449
246,2,0,1000000,253861
247,0,1,1000000,254150
248,1,3,1000000,254789
249,3,1,1000000,256065
250,3,0,1000000,257127
251,2,1,1000000,257237
252,0,3,1000000,260696
253,0,3,1000000,261568
254,0,1,1000000,262232
255,2,3,1000000,262806
256,1,0,1000000,263197
257,1,3,1000000,265734
258,3,1,1000000,266971
259,0,3,1000000,268122
260,3,1,1000000,268711
261,0,1,1000000,269034
262,3,1,1000000,269357
263,1,3,1000000,270496
264,0,3,1000000,271679
265,3,2,1000000,271964
266,3,2,1000000,272038
267,2,0,1000000,272343
268,0,3,1000000,272556
269,2,1,1000000,275030
270,2,0,1000000,275768
271,3,0,1000000,278041
272,0,2,1000000,278095
273,2,0,1000000,278143
274,0,3,1000000,278152
275,0,3,1000000,279131
276,3,2,1000000,279647
277,3,0,1000000,281018
278,1,3,1000000,281525
279,2,0,1000000,282262
280,3,2,1000000,282298
281,1,3,1000000,283151
282,2,3,1000000,283562
283,0,2,1000000,285360
284,1,2,1000000,285765
285,1,0,1000000,287288
286,2,3,1000000,287539
287,2,3,1000000,290466
288,0,3,1000000,292355
289,2,1,1000000,293194
290,1,3,1000000,293543
291,0,2,1000000,294903
292,1,0,1000000,295026
293,1,2,1000000,295697
294,2,3,1000000,295834
295,3,2,1000000,295903
296,2,0,1000000,295955
297,1,0,1000000,296151
298,2,1,1000000,299251
299,2,0,1000000,300135
300,1,3,1000000,300389
301,0,2,1000000,300597
302,0,2,1000000,301057
303,3,0,1000000,301117
304,0,2,1000000,301813
305,1,0,1000000,304500
306,2,1,1000000,304936
307,1,0,1000000,305448
308,2,1,1000000,305494
309,3,2,1000000,305703
310,1,2,1000000,306222
311,3,2,1000000,307027
312,2,1,1000000,307047
313,0,2,1000000,307543
314,3,1,1000000,308821
315,1,0,1000000,309885
316,0,3,1000000,311710
317,3,1,1000000,312289
318,2,0,1000000,312817
319,1,3,1000000,312993
320,0,3,1000000,313067
321,3,2,1000000,314486
322,0,3,1000000,316122
323,0,1,1000000,316923
324,3,1,1000000,317593
325,3,0,1000000,318824
326,2,1,1000000,319005
327,2,1,1000000,320374
328,2,3,1000000,320873
329,0,2,1000000,321994
330,1,0,1000000,324858
331,2,1,1000000,325173
332,2,1,1000000,325375
333,2,1,1000000,326539
334,3,1,1000000,327635
335,0,1,1000000,328314
336,0,2,1000000,331563
337,0,2,1000000,331978
338,2,3,1000000,332614
339,1,2,1000000,332691
340,0,1,1000000,336419
341,1,3,1000000,336422
342,2,0,1000000,336742
343,3,2,1000000,337906
344,0,3,1000000,338549
345,0,1,1000000,342105
346,3,0,1000000,342957
347,2,1,1000000,343493
348,3,2,1000000,350790
349,0,3,1000000,351088
350,0,3,1000000,353363
351,3,0,1000000,354854
352,2,3,1000000,355385
353,1,2,1000000,355512
354,1,2,1000000,358018
355,2,3,1000000,360439
356,1,2,1000000,362569
357,0,1,1000000,362578
358,2,0,1000000,364013
359,2,1,1000000,364847
360,1,3,1000000,365632
361,2,0,1000000,367792
362,1,3,1000000,368009
363,2,1,1000000,368022
364,1,3,1000000,368175
365,1,0,1000000,371727
366,2,3,1000000,373242
367,1,3,1000000,376058
368,1,2,1000000,376594
369,1,3,1000000,377808
370,3,0,1000000,378437
371,3,1,1000000,378784
372,3,0,1000000,379284
373,0,2,1000000,379724
374,1,2,1000000,380612
375,0,1,1000000,381714
376,2,0,1000000,381894
377,2,1,1000000,383089
378,0,1,1000000,383398
379,2,1,1000000,383500
380,1,3,1000000,384174
381,1,2,1000000,387390
382,3,0,1000000,388434
383,1,3,1000000,388711
384,1,0,1000000,392747
385,0,2,1000000,393824
386,1,2,1000000,393939
387,3,0,1000000,396062
388,1,3,1000000,397710
389,1,0,1000000,398451
390,2,0,1000000,399370
391,0,2,1000000,399648
392,1,2,1000000,400279
393,3,2,1000000,400809
394,1,0,1000000,401945
395,3,0,1000000,401946
396,0,2,1000000,402995
397,1,0,1000000,404940
398,1,2,1000000,407665
399,0,1,1000000,409317
400,1,3,1000000,411254
401,2,1,1000000,411676
402,3,1,1000000,412264
403,1,2,1000000,412710
404,0,1,1000000,413748
