channel_id,life_time,error,count
0,22289.238618448635,785.8064144241024,477
1,5617.281079664571,152.92371547839832,477
2,13470.209318658282,731.0388592236127,477
3,41214.94834800839,1240.8491074022081,477
4,38262.999528301894,1214.1843146097558,477
5,3115.938209643606,107.20244746936356,477
6,16753.675431865828,832.9656852465257,477
7,49197.67527672956,1665.569212185093,477
8,32749.17959958071,1145.728095280268,477
9,20445.136129979037,754.0723537955347,477
10,27802.90007966457,1027.5967022942596,477
11,25971.47801257862,997.9631833573158,477
12,5647.259345911949,196.79366244000295,477
13,31295.817109014675,1050.2989196545539,477
14,3131.713538784067,70.36183762363292,477
15,24311.766557651987,926.1901022422186,477
16,34396.53768972746,1193.2975099501796,477
17,1872.2772746331236,37.784032770198195,477
18,22603.97348008386,898.6502920876998,477
19,25600.51751572327,972.1999553932703,477
20,30067.169398322854,915.2089710138778,477
21,3980.293551362684,87.06552794662251,477
22,14764.46054297694,570.1482104943402,477
23,6981.094473794549,230.1933828007591,477
24,39856.68084486373,1221.7741213142542,477
25,17380.227880503146,749.8447132120596,477
26,1599.9464129979035,49.15138880779673,477
27,34401.71077568134,1274.1646323789907,477
