channel_id,life_time,error,count
0,2.259182795698924,0.16533070734199334,93
1,1.7349032258064516,0.10353789299598654,93
2,5.70574193548387,0.24880817861866494,93
3,0.7401505376344085,0.04261372654935885,93
4,2.3690967741935487,0.14304346385092886,93
5,0.917731182795699,0.04116808502188654,93
6,1.4088817204301078,0.05764804414503411,93
7,0.8363978494623657,0.03294997430924621,93
8,2.2710752688172042,0.12445017031830673,93
9,2.434408602150538,0.08916815667993575,93
10,1.9603763440860218,0.10170656309805098,93
11,5.129043010752689,0.39726439541505354,93
12,2.4777311827956985,0.09590390532448927,93
13,2.8549784946236563,0.14303606613912306,93
14,1.7784408602150539,0.1270768760349119,93
15,1.7338924731182797,0.062183366450342684,93
16,4.597602150537634,0.29824675771327425,93
17,3.0054623655913977,0.11081214247086142,93
18,4.912365591397849,0.20975381061416493,93
19,2.35005376344086,0.13982142564993666,93
20,6.365010752688172,0.5139685726973726,93
21,6.697451612903225,0.4983613612304541,93
22,2.771290322580645,0.09173954417766407,93
23,12.553086021505376,0.802387475983659,93
24,2.4451182795698925,0.08579327498669743,93
25,3.4774731182795695,0.1457382691720324,93
26,2.3219784946236555,0.08824596688464498,93
27,3.940139784946236,0.2065132790919244,93
28,1.5371505376344088,0.09300984640771293,93
29,2.7294516129032256,0.11094735633802762,93
30,2.1138172043010752,0.08914675374686531,93
31,6.907408602150538,0.43803143525004257,93
32,3.9291397849462366,0.27402871013603275,93
33,2.094010752688172,0.08925499318495159,93
