channel_id,life_time,error,count
0,1.6564285714285714,0.10847963358985908,7
1,1.3780000000000001,0.03222497446999512,7
2,1.1601428571428571,0.04369767591607673,7
3,1.1954285714285713,0.0192437184480665,7
4,1.0454285714285714,0.03557564928651949,7
5,1.3287142857142857,0.032188040804706976,7
6,1.0348571428571427,0.005088717297293939,7
7,1.6775714285714287,0.0383708313658755,7
8,2.189857142857143,0.07758982380452667,7
9,4.825714285714286,0.19598133129393586,7
10,3.0094285714285713,0.35066326990857444,7
11,3.4255714285714283,0.1624773588174053,7
12,1.7361428571428572,0.03412069129346625,7
13,1.9052857142857145,0.09554093348322219,7
14,3.873857142857143,0.6865993522819082,7
15,2.917142857142857,0.20534991824026327,7
16,1.9408571428571428,0.05199702839681441,7
17,5.552,0.6199707695545337,7
18,2.3754285714285714,0.055670259946991436,7
19,2.2601428571428572,0.05135646873049658,7
20,1.7381428571428574,0.012585103879195649,7
21,1.6435714285714287,0.023537947774237684,7
22,2.4188571428571426,0.09090058004157643,7
23,8.99842857142857,1.0529228484468087,7
24,1.739142857142857,0.041932126192182104,7
25,1.4195714285714287,0.010665330334172796,7
26,4.961571428571429,0.7235330791457125,7
27,5.494285714285715,0.334508699394867,7
28,1.8815714285714287,0.009899200427115814,7
29,1.919142857142857,0.009401321165141958,7
30,2.358285714285714,0.5162989054479623,7
31,4.072,0.3562630878369271,7
32,2.9855714285714288,0.19222423737500519,7
33,4.811714285714285,0.1971464507214623,7
