id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,1,17834504,0,1,3701017
1,2,3,0,18,16089647,0,1,4108885
2,4,5,0,21,18785507,0,1,12443778
3,6,7,0,28,20627740,0,1,10804129
4,8,9,0,34,18776207,0,1,14154151
5,10,11,0,64,15264900,0,1,30087759
6,12,13,0,73,18777641,0,1,5912228
7,14,15,0,99,16629239,0,1,3323415
8,16,17,1,6,17506178,0,0,0
9,18,19,1,24,14407780,0,1,15698872
10,20,21,1,49,16890074,0,1,7880665
11,22,23,1,51,16067622,0,1,13770106
12,24,25,1,53,16633478,0,1,16578198
13,26,27,1,57,18864485,0,1,28647827
14,28,29,1,62,22029024,0,1,16867620
15,30,31,1,67,16769940,0,1,9938836
16,32,33,1,69,19049022,0,1,11665977
17,34,35,2,5,19914158,0,1,3809164
18,36,37,2,17,18444110,0,1,4411136
19,38,39,2,22,17149757,0,1,4365850
20,40,41,2,24,18906930,0,1,6145197
21,42,43,2,50,20231147,0,1,18693470
22,44,45,2,52,20248952,0,1,10928415
23,46,47,2,53,17330136,0,1,2745119
24,48,49,2,63,15966880,0,1,23213507
25,50,51,2,65,19025151,0,1,22151083
26,52,53,2,70,14366437,0,1,17975988
27,54,55,2,71,16423792,0,1,4698937
28,56,57,2,72,17099001,0,1,8318972
29,58,59,2,79,15978001,0,1,7542849
30,60,61,2,84,15563566,0,1,12090763
31,62,63,2,94,15846827,0,1,10893701
32,64,65,2,95,21088000,0,1,15374289
33,66,67,2,98,15579205,0,1,3335961
34,68,69,3,8,20376847,0,1,16275479
35,70,71,3,13,18996328,0,1,14619198
36,72,73,3,19,18829777,0,1,11470782
37,74,75,3,43,19170393,0,1,22278333
38,76,77,3,48,14967052,0,1,2959200
39,78,79,3,57,19206271,0,1,10343658
40,80,81,3,61,18464931,0,1,41100637
41,82,83,3,66,20197165,0,1,29402320
42,84,85,3,68,18731100,0,1,8966187
43,86,87,3,78,16026762,0,1,10379399
44,88,89,3,99,20259649,0,1,20284070
45,90,91,4,7,18103336,0,1,7177630
46,92,93,4,15,17433999,0,1,21565436
47,94,95,4,16,16751870,0,1,12008374
48,96,97,4,18,19728670,0,1,15647115
49,98,99,4,29,21173983,0,1,23242050
50,100,101,4,30,17931604,0,1,4775573
51,102,103,4,39,16542439,0,1,4062984
52,104,105,4,56,18805141,0,1,2882108
53,106,107,4,63,18813642,0,1,6952828
54,108,109,4,67,18871632,0,1,24753249
55,110,111,4,73,18586396,0,1,13461721
56,112,113,4,96,16717690,0,1,5627562
57,114,115,5,16,17590751,0,1,3641031
58,116,117,5,20,19006822,0,1,17141835
59,118,119,5,28,18823614,0,0,0
60,120,121,5,73,17485259,0,1,5838279
61,122,123,5,87,20355100,0,1,7945644
